,abacavir,abirateron,acetaminop,acetazolam,acetic,adefovir,adenosine,albuterol,alclometas,aliskiren,aluminum,amantadine,ambrisenta,amifostine,amikacin,amino,aminocapro,amiodarone,amitriptyl,amoxapine,amoxicilli,amphetamin,ampicillin,anagrelide,argatroban,aspirin,atropine,azacitidin,azithromyc,bacteriost,belladonna,benzonatat,betamethas,bivalirudi,bleomycin,bosentan,bromphenir,budesonide,bumetanide,bupivacain,busulfan,butenafine,calcipotri,calcitonin,calcium,capecitabi,captopril,carbamazep,cardene,caspofungi,cefazolin,cefdinir,cefixime,cefotaxime,cefotetan,cefoxitin,ceftazidim,cefuroxime,cetirizine,chloramphe,chlordiaze,chloroproc,chlorothia,ciprofloxa,cisatracur,cisplatin,cladribine,clindamyci,clobazam,clobetasol,clomiprami,clonazepam,clonidine,clozapine,codeine,colestipol,collagenas,conjugated,cortisone,cyclopento,cysteamine,cysteine,cytarabine,cytotec,dacarbazin,daptomycin,darifenaci,daunorubic,deferasiro,desipramin,desmopress,desogestre,dexamethas,dexmedetom,dextroamph,dextrose,diazepam,diclofenac,didanosine,diflorason,diflunisal,diflupredn,digoxin,diltiazem,disopyrami,disulfiram,dobutamine,dofetilide,dopamine,dorzolamid,doxepin,doxercalci,doxycyclin,echothioph,edetate,efavirenz,enalaprila,epinephrin,epoprosten,eptifibati,ergotamine,ertapenem,erythromyc,esomeprazo,ethambutol,ethinyl,etodolac,etomidate,etoposide,famotidine,febuxostat,fentanyl,finasterid,floxuridin,fluconazol,fludarabin,fludrocort,flumazenil,fluocinoni,fluorescei,fluorometh,fluoxetine,flurazepam,fluvoxamin,fosamprena,fosphenyto,furosemide,gatifloxac,gentamicin,glipizide,glucagon,glyburide,glycopyrro,granisetro,guanfacine,haloperido,heparin,hydralazin,hydrochlor,hydrocodon,hydrocorti,hydromorph,hydroxocob,hydroxychl,hydroxypro,hydroxypro,hydroxyzin,hyoscyamin,ibuprofen,idarubicin,ifosfamide,imipenem,imipramine,indomethac,insulin,interferon,isoniazid,itraconazo,ketamine,ketoprofen,ketorolac,lactulose,lamivudine,lamivudine,lanoxin,leucovorin,leuprolide,levoleucov,lidocaine,lindane,linezolid,liothyroni,lisinopril,lithium,lorazepam,loxapine,mannitol,meclizine,medroxypro,megestrol,meloxicam,memantine,mepivacain,mesalamine,metaxalone,metformin,methadone,methamphet,methimazol,methocarba,methotrexa,methyldopa,methylphen,methylpred,metoclopra,metoprolol,metronidaz,midazolam,mirtazapin,misoprosto,mitoxantro,mometasone,montelukas,morphine,moxifloxac,multi-vita,mycophenol,nafcillin,nalbuphine,naratripta,nateglinid,nebivolol,nedocromil,nefazodone,neomycin,nevirapine,nizatidine,norepineph,norethindr,nystatin,octreotide,olanzapine,olopatadin,omeprazole,ondansetro,oxaliplati,oxaprozin,oxcarbazep,oxybutynin,oxytocin,paclitaxel,paliperido,pantoprazo,peginterfe,pentamidin,pentostati,pentoxifyl,phenobarbi,physostigm,pindolol,pioglitazo,piroxicam,polymyxin,potassium,pramipexol,prednicarb,prednisolo,pregabalin,procainami,procardia,promethazi,propafenon,propofol,protamine,quinapril,ranolazine,remifentan,repaglinid,rifampin,risedronat,risperidon,ritonavir,rocuronium,ropivacain,rosuvastat,saquinavir,scopolamin,selenium,sertraline,sildenafil,silodosin,simvastati,sodium,somatropin,spironolac,stavudine,succimer,sucralfate,sufentanil,sulfacetam,sulfasalaz,sumatripta,synercid,tacrolimus,talwin,telmisarta,temozolomi,testostero,thallous,thiothixen,timolol,tizanidine,tobramycin,topotecan,trandolapr,tranexamic,triamcinol,triamteren,trimethobe,valproate,valproic,vancomycin,vareniclin,vecuronium,verapamil,vibramycin,vincristin,vinorelbin,vitamin,voriconazo,zafirlukas,zinc,zolmitript,zolpidem
12/31/19,17008,3306,1006822,69056,9605,649,1456,8767747,13385,454,6275,91606,4751,,2696,10279,1321,110976,1253716,369,8825183,293854,35859,864,0,2683351,61497,7767,3904249,73,257,586599,203830,757,2031,470,14871,420404,126412,1049,0,574,36138,6198,188180,17267,13130,344834,13,646,47849,1531796,4048,0,595,5273,2710,127212,5291267,56,50048,0,1918,676932,0,12994,167,1576305,126739,282805,28971,1980725,2752945,289251,298606,36319,24974,,89,10560,,,2477,396,2322,36923,1902,33,1475,8276,211221,17662,555088,714,871952,49150,666756,1217024,0,2512,2312,,115175,310801,736,16629,5222,6327,216,153708,319930,2316,1210540,,,2050,94,20300,42,0,0,27955,494304,213461,6211,46032,56878,160,11406,1769588,16580,448688,211217,0,1682376,51,72109,206,135211,,28897,2956113,56,126770,347,193,1824084,1439,153649,1083651,70283,197773,109438,24444,691775,450714,549239,461984,2555418,3620060,1261010,262430,720,336567,315,315,2777166,97937,7807188,,796,1570,63079,114849,2942,,39282,5699,2932,822,438798,339286,13364,13364,0,49201,127,889,842516,182,10332,0,6605528,576859,893338,19321,2523,428755,773053,57989,1402407,106298,0,9561,17211,5529965,664996,369,181431,703965,240571,9090,2098890,1027970,442901,3688840,1524021,254260,1236792,57298,0,313005,4496665,592405,46814,500,200485,2176,9576,22935,12323,,,2872,142074,2101,11406,16,134952,1118487,2215,776014,108475,3025584,4536129,27415,6750,862657,670823,354,32054,120954,2333303,,43,,32685,133753,0,3175,320219,10593,139688,1005588,140029,109,2049775,489353,31,57,1731855,8908,80114,256,28602,56850,0,21378,30342,3614,1695926,22466,12141,3905,624453,,0,50762,4272082,34031,1392,1735571,1016692,,970333,74,,311538,0,39700,57765,716523,,258809,,28855,5353,36810,156,2847,141800,1156001,203243,1804,805,18134,2002183,107259,1653,831,147503,130432,,40,171466,435,5945,649,687988,5640,7378,30803,9693,1045245
3/31/20,15093,3320,1009473,70323,9652,600,1456,9541095,12918,482,5129,84424,5173,,2990,10276,1826,110344,1261929,361,9394593,366020,35739,700,0,2796579,62880,9081,4033465,74,283,586599,195985,519,1721,490,14871,724503,130726,1049,0,689,36457,5555,190142,17269,12481,341036,11,446,47849,1580441,4716,34,463,4929,3381,135350,5412342,106,50624,0,689,652129,0,12859,181,1553294,140959,302731,29884,1984691,2823904,291863,309092,36171,24818,,62,10197,,,2665,509,2371,36126,1944,56,4548,7984,207860,16592,555088,686,871952,47078,654114,1217024,0,2328,1418,,114707,320497,794,13481,5060,6200,258,156715,323924,368,1276109,,,1804,79,20300,45,0,20,27655,501300,211549,6077,46032,52091,188,11406,1914507,16743,401184,209200,0,1666487,42,75215,127,128192,,27405,3032639,327,130814,301,173,1815677,1128,162194,1082867,72757,189463,110568,24906,691775,454833,549239,463714,2646755,3430449,1270284,247710,720,357335,315,315,2921591,95808,8164958,,1112,1387,62086,113984,2942,,36770,5611,2384,616,438798,345598,12595,12595,0,51065,87,1258,842516,26,10231,0,6610844,586060,881083,19470,2523,429224,787362,56455,1360332,107653,0,9561,18072,5575383,664996,356,186125,703635,240333,8977,2094011,1034492,434334,3686557,1469686,230779,1254207,63059,0,311921,4537858,545394,53447,251,205275,2007,5064,24038,12071,,,2791,144470,1952,10191,38,134952,1067843,2005,776014,119556,3025584,4778683,28140,6315,883304,671506,354,31711,124556,2391813,,11,,32596,133470,,2121,322027,10004,153652,978943,140072,130,1679601,655963,13,28,1839684,8711,76507,256,27245,61761,0,21617,30028,3621,1702563,20953,9563,3387,677499,,0,44949,4387973,35831,1410,1659897,995509,,989470,27,,355900,36,41874,59395,724015,,260105,0,30262,5702,36810,156,3219,136170,1165779,215186,2604,761,19891,2036888,103429,1345,612,150739,122695,,73,171029,345,5945,780,687988,5843,7028,29498,10597,1020990
6/30/20,14158,3457,821955,67018,9468,640,1456,7219360,11498,394,3400,79756,5963,0,2006,7761,1276,107775,1237327,264,3546931,360240,30562,569,0,2810769,54530,9900,1572417,36,235,470513,175178,365,1597,464,14871,766836,130342,1049,0,597,34990,5308,177918,18161,11706,332969,11,544,47849,476147,5433,0,417,4039,2710,76607,4840969,25,51602,0,392,555296,0,14100,160,1368097,139416,294842,29267,2024609,2769534,282381,250936,35460,24948,,76,10836,,,2204,334,2284,37057,2116,31,6265,7824,190122,16418,541088,369,871952,42028,599193,1217024,0,2872,1341,,109367,306896,810,12283,4049,6179,178,149562,331757,1313,956156,,,1756,83,20300,22,0,0,26640,335423,209083,4975,46032,48352,195,11406,2047208,16122,312619,201655,0,1501518,73,72678,66,119201,,21765,2992421,518,131142,232,175,1815464,763,85815,1063454,63394,182262,101127,23721,691775,457783,549239,447572,2543634,3175391,1175780,218947,720,380334,315,315,3017502,78971,4949134,0,1153,984,59288,113316,2942,,29484,5202,2556,518,438798,318722,11617,11617,0,51458,59,1267,839689,165,8905,0,6268570,581699,897960,19444,2523,388559,752329,55377,1292535,103041,0,9561,17824,5489200,664996,370,181515,660280,230095,8249,1700082,696969,382559,3567671,1239013,162186,1269157,58478,0,272604,4259841,503922,28091,522,199154,2000,2190,24725,11727,,,2662,118137,1830,1996,11,134952,858681,1840,776014,149341,3025584,2889098,29091,6189,880461,644796,623,32611,128211,2392173,,15,,32842,128813,,1571,319302,9077,47113,961009,138891,67,514664,713155,0,13,1035018,8279,46151,256,26099,62674,0,21343,24862,3206,1680664,19774,6756,2579,674769,,0,39876,4321450,36432,1397,1562017,806924,,976642,0,,365667,0,22576,62453,710999,0,245722,0,32063,5950,36810,144,3226,118593,1167167,111087,2473,667,19010,1953169,109484,1630,453,140923,110898,,68,163604,1075,7990,852,687988,5231,8467,25463,10719,1024429
9/30/20,13902,3632,867502,73682,12962,581,1456,7444337,11570,370,3886,85017,6738,,2027,11178,1938,109827,1265836,74,4620297,391603,35623,722,0,2888567,63869,9310,1827873,40,273,387100,215249,478,1683,439,14871,746496,136158,1049,0,791,37315,5592,181465,19391,10974,334681,31,341,47849,610712,5891,0,566,5086,3438,88292,5141070,52,60192,0,311,704155,0,12669,99,1710803,150856,350209,30360,2149914,2920248,288711,285671,39910,27990,,85,15407,,,2575,254,1990,45842,2319,66,6900,7764,201820,16621,541088,1089,871952,43531,686551,1217024,,4013,1678,,111808,305809,784,20898,5427,6413,158,159856,347693,1313,1105258,,,1715,143,20300,22,0,15,32398,392904,236385,4838,46032,58358,274,11406,2080179,16928,413983,204642,0,1795836,49,74362,98,146014,,28499,3138177,736,138631,208,74,1889364,1431,96681,1090556,70367,181119,113924,24680,691775,480542,549239,459729,2576524,3662529,1294743,261765,720,372670,315,315,3340600,92741,5997998,0,964,808,59842,121397,2942,,25947,5795,2946,444,438798,326876,12031,12031,,50859,59,1063,839689,324,10260,0,6328828,601180,912217,18810,2523,430969,819086,60721,1446870,104962,0,9561,18814,5653831,664996,371,191535,761690,241107,6246,1742292,895486,445083,3641035,1571693,232756,1335770,66488,0,335177,4204731,574773,38992,454,208989,2092,1530,27060,11614,,,2469,183005,1818,434,36,134952,992109,2280,776014,142247,3025584,3543752,28021,6081,909694,671508,635,30516,138578,2593016,,21,,33510,132169,0,1815,328582,9593,52512,1020775,145943,43,705084,788899,0,12,1066871,8493,82462,256,25354,62828,0,22840,26108,2854,1725079,19604,9679,4192,751623,,0,47127,4566857,38679,1474,1538399,986224,,1031975,0,,418760,16,24261,68614,765668,,258682,,33249,5883,36810,160,3393,123060,1265388,126971,2542,654,24424,2293337,108761,2693,691,139128,129490,,99,165407,895,7103,1038,687988,5630,7732,26559,11570,1083746
12/31/20,12610,3930,875219,74059,12731,567,1456,7303578,11694,340,4405,80996,7033,,1845,11516,2067,100982,1249916,147,4918566,378022,33630,772,0,2857317,63860,8396,2383478,31,335,593655,198622,672,2015,430,14871,757314,131494,1049,0,651,38151,5433,171378,18933,10178,323363,40,606,47849,682868,5731,0,457,4961,3332,93034,4762296,36,57296,0,238,664732,0,12811,149,1688483,147962,362040,29732,2108911,2885534,283154,284316,36103,27051,,44,8409,,,2461,329,2235,42675,1924,79,7428,7546,193143,15107,541088,1899,871952,41938,667102,1217024,,4448,1610,,107847,293412,814,22934,5074,6116,196,163029,350275,1313,1181710,,,3124,212,20300,0,0,0,32979,381604,220962,4923,46032,56935,250,11406,2443421,16143,396316,203840,0,1783545,16,73046,90,142661,,28607,3109439,712,138871,198,101,1772950,1243,91839,1073189,58764,171545,108116,24151,691775,467690,549239,452178,2442091,3534567,1188566,248139,720,360493,315,315,3454151,86510,6082135,0,821,885,57391,115831,2942,,24274,5327,2869,620,438798,305538,11299,11299,0,50808,117,638,839689,195,11058,0,6145632,589694,795006,14737,2529,426795,828609,57537,1428580,105091,,9561,17786,5563951,664996,377,190159,739937,241352,3744,1834863,973774,430701,3559319,1588997,223165,1329095,72014,0,309907,3955925,539369,40836,428,209018,1848,1652,26588,11323,,,1090,140973,1763,551,28,134952,943315,1985,776014,130431,3025584,3528845,28483,5887,894878,661070,620,30526,134958,2540962,,34,,32322,125649,0,1844,325853,8987,47927,944262,142111,44,788600,795729,11,15,1203599,7999,83212,256,23714,64129,0,23419,27190,2692,1674519,17403,8608,5027,794922,,0,42570,4614504,37727,1437,1460135,940300,,1019762,,,416116,65,23157,68159,753968,0,258517,,31830,5980,36810,160,3542,125020,1252701,116516,2535,640,26489,2081355,95055,2016,465,137272,128377,,26,158711,688,7651,1058,687988,6049,7254,27138,11457,1065524
3/31/21,12065,4471,852224,76064,13518,543,1456,6897739,11791,348,4382,82023,7353,,1911,11915,2128,98899,1261914,207,4980878,398015,33767,792,0,2842776,67498,8046,2141410,26,289,541565,213198,691,2140,444,14871,738450,132295,1049,0,534,41226,5122,165884,19402,9773,309143,12,587,47849,698225,5608,0,466,5596,2654,90081,4564957,,58940,0,60,633353,0,12966,127,1724623,158664,397761,30137,2102352,2940014,278206,267905,37042,25934,,25,6213,,,2679,336,2520,44665,1879,14,7855,7447,189367,13745,541088,1667,871952,43362,670610,1217024,,4297,1428,,105998,304951,926,23600,5182,5918,226,166008,350792,1313,1306658,,,3262,76,20300,0,0,13,32517,378727,224280,4567,46032,52458,248,11406,2729416,15678,418627,201743,0,1743970,70,74565,92,142643,,29067,3222360,748,143980,190,64,1748357,1537,90049,1069614,57914,163741,110604,25821,691775,476559,549239,454127,2392056,3430639,1251236,262669,720,366581,315,315,3726456,85591,6029869,0,1185,1486,56696,117079,2942,,23027,5674,3228,537,438798,309713,10831,10831,,53092,105,672,839689,175,10692,0,6108929,601029,774451,14013,2529,433199,860898,56158,1442225,103900,0,9561,17929,5602780,664996,357,193212,781287,253925,1814,1777001,970420,450976,3510579,1609482,238068,1360504,80422,0,316811,3816821,533893,45411,756,211045,1446,2634,27161,10962,,,224,140948,1727,810,38,134952,907675,1915,776014,151577,3025584,4039221,30151,5509,903691,660854,498,32509,134165,2573706,,34,,30853,123612,0,1813,333804,8658,47338,934615,141471,41,801332,817769,60,19,1149354,7719,83212,256,22602,66721,0,24011,26309,2391,1680027,15980,9992,5498,857915,,0,41529,4763398,38310,1503,1391001,1021807,,1020012,0,,434016,33,21676,65733,780607,,263263,0,31605,6174,36810,166,3521,128383,1269998,110809,2254,597,29071,2168518,86653,1031,495,137064,122270,,42,157569,550,7651,1037,687988,5735,6908,27169,12936,1042675
6/30/21,11253,4760,948901,77290,14640,540,1456,7140935,13579,352,4258,80944,7765,,2191,13441,2211,101346,1264314,173,5957536,394964,38488,797,0,2982730,72101,8073,2255128,17,297,555500,232593,820,1880,402,14871,756991,143728,1049,0,646,43129,5083,166511,19164,9896,319870,31,529,47849,942575,5860,0,393,6384,3325,106363,5811381,0,59643,0,92,691808,0,13080,64,1724623,160649,449784,30652,2082752,2892524,282510,265367,41232,97,,0,7445,,,2679,143,2346,46507,2157,43,8285,7070,190265,13147,541088,1547,871952,47400,666019,1217024,,5073,1361,,109392,321917,945,24055,5385,6127,125,172764,361770,1313,1540181,,,4294,105,20300,37,0,11,35391,427932,222210,5058,46032,57503,364,11406,2885184,15948,442962,204800,0,1820817,55,74896,108,169941,,32989,3245274,932,147590,185,75,1831556,1476,106516,1085840,54593,159947,113686,25986,691775,482814,549239,466147,2407330,3535699,1370928,279840,720,383154,315,315,3824984,88977,6331307,0,1090,1272,55214,119271,2942,,24466,6309,3764,367,438798,305384,9924,9924,0,52725,113,672,839689,113,11763,0,6069985,599910,826114,15276,2529,450300,866853,56727,1456844,106995,,9561,17337,5731348,664996,349,199385,824125,270020,852,1777924,1161473,478182,3517917,1738692,254514,1351609,80199,0,350383,4080560,571467,54617,1135,213008,1913,3296,26928,11126,,,48,181033,1703,974,32,134952,1162381,2114,776014,217499,3025584,4639387,30467,5778,903614,688325,443,30729,132432,2629148,,15,,29929,122487,,2076,343626,10553,65456,990678,139971,28,1277275,831082,78,17,1115661,7690,83212,256,21072,68286,0,25036,27530,2466,1672337,15462,11323,5045,929558,,0,43726,4801495,38290,1601,1344904,1162176,,1052452,,,448168,48,32554,59785,767540,,270634,0,32305,6712,36810,166,4679,131246,1261460,139161,2463,587,29071,2559038,90201,498,549,138816,131267,,95,156084,1518,7766,953,687988,5287,6807,27384,14129,1009037
9/30/21,10704,5073,1143535,77446,17754,512,1456,7524248,10847,354,3323,87081,8120,,2225,13122,2548,103750,1220475,150,6577673,425697,37778,791,0,3315233,73138,8557,2866628,11,202,735249,228541,698,1973,372,14871,771491,145342,1049,0,783,41506,5111,169171,19633,9313,299595,0,407,47849,1068172,5314,0,373,5286,3895,107093,5517411,0,44315,0,152,773903,0,12029,52,1724623,165127,424768,30123,2091395,2912988,291021,261262,43630,0,,,8737,,,2679,127,2334,50091,2135,53,8284,7046,190077,12972,541088,1547,871952,49200,658855,1217024,,4432,1323,140,103934,320449,1003,24131,4996,6072,137,177335,341815,1313,1531261,,,5994,127,20300,52,0,15,37124,443328,226650,5106,46032,52050,294,11406,2963450,15397,415099,210433,0,1897003,58,76493,68,155231,,32237,3260779,769,151176,146,28,1855327,1340,110708,1103630,65259,155794,117580,27838,691775,478444,549239,474446,2406453,3467978,1306450,265797,720,391136,315,315,3980898,90269,6813444,0,736,1395,54083,118440,2942,,25624,6315,4011,292,438798,292009,9876,9876,0,50930,83,413,839689,189,11940,0,5989570,599152,887379,16079,2529,462386,844206,57595,1431828,110711,,9561,16527,5865604,664996,398,204242,846614,271395,389,1625614,1218952,466643,3582529,1642369,240989,1360452,77911,0,336980,3906442,549668,59444,1258,220966,1880,3576,26966,11160,493,,0,205694,1578,935,32,134952,1079993,2350,776014,156630,3025584,4661974,28635,5138,903768,670402,547,35724,132887,2670415,,34,,25228,119789,,1955,351572,9578,79202,1017639,143239,12,1439521,857950,66,19,1231192,7649,83212,256,21623,69235,0,25066,31033,2304,1656707,15391,11435,5211,1019348,,0,44072,4861767,39498,1840,1324028,1201969,,1073293,,,448648,46,24599,59566,792977,0,278880,0,33245,6757,36810,166,3464,132884,1268425,143317,2081,663,29071,2364676,90975,252,516,140122,131803,5455,119,155662,799,7233,709,687988,5441,6641,26193,14759,990029
12/31/21,9761,5466,1285744,75808,14874,443,1456,8215156,11181,370,3054,87875,8239,,2537,12393,2309,109557,1211217,181,7962644,458510,35883,837,0,3360215,68177,7592,3574680,0,234,735249,217971,685,1659,396,14871,888109,143144,1049,0,735,41129,4848,160040,19407,9118,293872,0,406,47849,1477294,5322,0,304,5471,3516,116157,5768343,0,39112,0,163,692296,0,12505,125,1726749,170151,413329,30592,2063972,2897307,284517,271330,44240,0,,,10265,,,2539,312,1721,49669,2142,28,8099,7053,186014,12371,541088,1547,871952,48936,624161,1217024,,5801,1116,3565,101121,319336,965,24223,5119,6132,111,178259,342552,1313,1618882,,,6192,142,20300,0,0,11,38094,454882,229292,5072,46032,52450,337,11406,3030736,15143,392762,210623,0,1896307,58,75682,74,151319,,30926,3309739,719,155125,109,27,1773460,1272,120587,1082507,52639,147352,114841,25043,691775,477580,549239,476103,2342315,3299233,1178542,240101,720,388324,315,315,3997371,93917,6862981,0,695,1457,53095,113096,2942,,25204,6039,4917,365,438798,283335,9340,9340,0,50026,51,764,839689,115,11680,0,5697092,595623,904977,16015,2251,454871,828714,56123,1414430,112343,,9561,16010,5808122,664996,350,202383,860005,270674,212,1745781,1261003,449457,3546803,1626417,227890,1359054,75403,0,311790,3916209,528944,67187,1393,222761,1682,3866,27446,10392,17686,,0,170089,1544,809,55,134952,1047205,2215,776014,110574,3025584,4804983,27572,4800,902335,661032,471,30771,132889,2646225,,48,,23619,118125,,1931,349637,7267,110144,1015209,139505,28,1860617,870719,71,14,1421325,7929,83212,256,20845,69653,0,24384,32055,2392,1661204,14666,12112,4523,1084315,,0,40018,4904049,38736,2023,1270643,1162200,,1083528,,,437011,0,26090,60798,808718,,281851,,34122,6338,36810,54,3450,129882,1268777,154179,1831,687,29071,2111395,90292,127,636,141634,122944,41475,72,151763,399,7521,682,687988,5496,6784,25583,15778,971821
3/31/22,8820,4983,1309671,73900,12835,376,1456,6773071,10705,359,1520,88989,8294,,2273,11603,2280,105757,1177669,133,6613086,605660,32274,776,0,3068893,63121,6943,3148523,12,316,735249,215456,466,1560,437,14871,799844,136314,1049,0,721,39081,4531,148207,15635,7442,275485,12,465,47849,1184506,3258,0,331,4556,2628,106096,5209999,0,40610,0,132,609363,0,11563,123,1661977,176764,427790,29908,2010721,2872665,275553,255918,40297,0,,,11393,,,2387,559,1811,43712,2010,0,7598,6613,182078,11001,541088,1547,871952,42844,601308,1217024,,4009,686,3570,91872,307356,985,25280,5138,6103,137,169234,338400,1313,1576100,,0,6849,124,20300,0,0,0,30983,430890,230704,5020,46032,48711,411,11178,2987529,13720,367465,192575,0,1776637,59,74953,44,144357,,29348,3272110,650,160598,110,19,1660174,1048,109519,989927,47900,132459,119111,24695,691775,459418,549239,443545,2222095,3045293,1211673,228170,720,378404,315,315,4055545,95624,6423822,,652,1792,49782,104716,2942,,21009,6065,3964,304,438798,277551,7987,7987,0,49479,127,1099,839689,142,11666,0,5359165,585756,878123,15885,2164,422105,830416,51661,1245361,108018,0,9561,15740,5468344,664996,406,194199,841445,263834,99,1724434,1224331,436094,3313371,1562597,212606,1332559,85121,0,312956,3671038,480654,64814,1802,207564,1398,3386,27493,9729,21030,,63,160173,1425,791,22,134952,963664,1959,776014,102334,3025584,5063743,26228,4574,885098,626350,394,30871,129133,2582905,,69,,20896,109128,,2082,323551,6412,108506,957455,133230,0,1317062,871062,36,14,1434263,7215,83212,256,19003,67532,0,23644,26410,2150,1618055,13618,12122,4074,1119537,,0,38057,4843699,30512,2114,1125339,1122270,,1072332,,,428510,0,25563,59966,807308,,268870,,33479,5811,36810,52,3259,116264,1254882,143038,1815,577,29071,2173968,86170,59,665,136835,104629,91260,63,144981,117,7193,877,687988,5198,6566,23032,16714,934124
6/30/22,7279,5221,1319801,69534,13879,332,1456,6081960,11048,324,2230,82224,8169,,2121,9745,2190,100298,1088626,108,6928413,704181,30364,681,0,2848392,59362,5736,2553230,24,309,832292,208566,276,1060,391,14871,778162,129224,1049,0,847,37084,4382,142453,15843,7103,251366,0,302,47849,1226170,3203,0,197,3351,2022,99693,5399137,,48895,0,172,641447,0,9101,93,1617800,167263,418777,27413,1836811,2611963,258841,232347,40367,0,,,11796,,,1942,476,1248,39396,1515,25,7301,5795,169216,10345,541088,1547,871952,36319,563246,1217024,,4782,326,4772,84082,276786,769,24703,3747,5443,57,161801,310697,1313,1509039,,,5901,60,20300,0,0,35,28098,499389,215709,4955,46032,36164,277,8294,2824785,13797,292039,182692,0,1696378,50,70455,14,126958,,29598,3145351,571,146836,74,13,1562904,1165,109852,920219,42475,119629,117875,18996,691775,422612,404509,418232,2032007,2923953,1223800,194952,720,342478,315,315,3856472,84292,6236924,,386,1281,45539,102047,2942,,20955,7057,3480,325,438798,267907,7030,7030,0,40594,161,606,839689,75,12224,0,4875574,545847,792081,15158,1499,413400,756026,47056,1185776,102717,,9561,14884,5133748,664996,359,184672,834493,245746,52,1503420,1090142,403886,3007955,1444531,172241,1247405,72158,0,303166,3648181,431691,83753,1839,194037,1168,2127,24727,8521,21050,,249,179873,1194,493,0,134952,956570,1740,776014,155139,3025584,4593156,20467,3800,826087,573093,196,23417,117639,2378491,,54,,19822,101553,0,2017,306727,6205,163710,909786,119840,0,1446479,827090,33,12,1231986,6124,71837,256,16021,64142,0,20423,28050,2070,1513590,11519,10046,4058,1099835,,0,37374,4592901,31985,1955,1010525,1028661,,1020503,,,404262,12,27057,57556,742659,,261760,,35120,4978,36810,36,2861,112156,1163968,173758,1199,454,29071,2220309,80750,35,389,132448,86653,125107,85,128930,499,4879,534,687988,4317,6091,25687,15458,846507
9/30/22,424,368,79894,6479,1174,0,380,470028,72,27,162,13312,423,,299,1019,324,10154,110746,0,636320,71929,2020,0,0,172367,5642,428,189751,,25,60597,16022,33,26,0,6168,36567,13536,1049,,55,1371,387,9903,1163,209,18245,0,114,12170,129264,548,,0,214,272,8909,560215,,3125,,0,72668,,824,,157868,20221,45938,3499,206385,323558,34951,28275,5639,,,,1343,,,128,112,25,4500,60,0,758,592,25887,1285,75267,986,136080,7291,70219,128121,,0,0,174,8222,30388,76,3859,232,896,0,10438,38360,1394,158415,,,516,36,20300,,0,,3506,44528,41245,473,6762,2091,110,642,246614,722,42515,14476,0,186373,0,7178,0,1951,,2064,356688,25,17970,0,0,175032,68,8219,58875,3340,7370,14192,589,245574,43131,26622,37150,167851,302524,111520,24386,51,33617,315,315,448187,14605,478460,,11,134,5179,7894,2942,,1482,1346,768,0,102095,27090,337,337,,3065,0,82,107959,0,1484,0,443876,62365,89473,2661,140,31869,102179,3982,118447,9846,,2406,1502,410727,173129,26,15024,75870,24481,0,139734,112080,42929,295463,169796,21084,140502,3420,0,23709,347203,46454,17092,0,20850,13,103,2009,341,3578,,0,14019,32,12,34,62512,115646,122,119062,13584,474852,433012,1813,74,80494,54915,11,1917,19438,285938,,0,,1695,7692,,1004,15857,75,9430,101188,13697,0,144065,116654,,0,89638,322,9323,98,988,6536,0,520,2310,0,152611,796,2481,389,128561,,0,3275,509883,2486,0,56627,178295,,107806,,,38185,0,2089,5239,69147,,27076,,3604,626,24921,,329,7534,157833,10501,67,0,5921,245268,6224,0,107,11889,10845,19403,22,13692,11,300,48,57583,726,381,348,1318,100925
